"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Prosperous Pirates","cmr","Near Mint","English","","","2024-01-11 08:19:22.250000","85","False","False",""
"3","3","Prosthetic Injector","one","Near Mint","English","","","2024-01-11 09:05:21.683000","239","False","False",""
"1","1","Prying Eyes","cmr","Near Mint","English","","","2024-01-11 08:26:40.127000","86","False","False",""
"3","3","Quicksilver Fisher","one","Near Mint","English","","","2024-01-11 08:25:06.410000","66","False","False",""
"8","8","Quicksilver Fisher","one","Near Mint","English","","","2024-01-11 08:32:26.360000","287","False","False",""
"1","1","Raise the Alarm","cmr","Near Mint","English","","","2024-01-11 07:31:36.280000","41","False","False",""
"1","1","Rakdos Charm","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","239","False","False",""
"1","1","Rakdos Signet","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","272","False","False",""
"1","1","Rakshasa Debaser","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","100","False","False",""
"2","2","Ranger's Longbow","afr","Near Mint","English","","","2024-01-11 08:47:13.777000","203","False","False",""
"3","3","Ravenous Necrotitan","one","Near Mint","English","","","2024-01-11 08:12:41.000000","106","False","False",""
"1","1","Razorverge Thicket","one","Near Mint","English","","","2023-12-27 05:19:42.333000","257","False","False",""
"1","1","Read the Bones","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","101","False","False",""
"1","1","Rebbec, Architect of Ascension","cmr","Near Mint","English","","","2024-01-11 07:34:18.330000","42","False","False",""
"2","2","Rebel Salvo","one","Near Mint","English","","","2024-01-11 07:20:26.387000","144","False","False",""
"1","1","Recalibrate","mh2","Near Mint","English","","","2024-01-11 08:28:17.233000","57","False","False",""
"1","1","Redtooth Genealogist","woe","Near Mint","English","","","2023-12-28 01:09:49.343000","179","False","False",""
"1","1","Refuse to Yield","snc","Near Mint","English","","","2023-12-28 01:02:34.763000","27","False","False",""
"1","1","Reign of the Pit","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","102","False","False",""
"2","2","Reject Imperfection","one","Near Mint","English","","","2023-12-27 06:53:19.520000","67","False","False",""
"1","1","Relief Captain","2x2","Near Mint","English","foil","","2024-01-11 08:50:43.593000","24","False","False",""
"1","1","Reliquary Tower","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","425","False","False",""
"1","1","Renegade Tactics","cmr","Near Mint","English","","","2024-01-11 07:28:28.930000","195","False","False",""
"1","1","Resistance Reunited","one","Near Mint","English","","","2023-12-27 06:39:24.950000","31","False","False",""
"1","1","Resistance Skywarden","one","Near Mint","English","","","2023-12-27 06:33:46.990000","146","False","False",""
"1","1","Resistance Skywarden","one","Near Mint","English","foil","","2024-01-11 07:05:43.520000","146","False","False",""
"1","1","Restless Bloodseeker // Bloodsoaked Reveler","vow","Near Mint","English","","","2023-12-28 00:53:06.493000","295","False","False",""
"1","1","Retrieval Agent","bro","Near Mint","English","","","2024-01-11 08:23:21.987000","60","False","False",""
"1","1","Revolutionist","mh2","Near Mint","English","","","2024-01-11 07:09:30.730000","139","False","False",""
"1","1","Rhuk, Hexgold Nabber","one","Near Mint","English","","","2023-12-27 05:58:12.597000","407","False","False",""
"1","1","Ria Ivor, Bane of Bladehold","one","Near Mint","English","","","2023-12-27 05:24:13.710000","214","False","False",""
"1","1","Ribskiff","one","Near Mint","English","","","2023-12-27 06:02:04.933000","240","False","False",""
"1","1","Ribskiff","one","Near Mint","English","foil","","2024-01-11 09:05:43.800000","240","False","False",""
"2","2","Ripscale Predator","cmr","Near Mint","English","","","2024-01-11 07:04:10.673000","196","False","False",""
"1","1","Rise of the Eldrazi","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","716","False","False",""
"1","1","Rise of the Witch-king","ltr","Near Mint","English","","","2023-12-28 00:55:54.163000","221","False","False",""
"1","1","Rivendell","ltr","Near Mint","English","","","2023-12-28 00:55:36.047000","259","False","False",""
"1","1","Rogue's Passage","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","426","False","False",""
"3","3","Rosie Cotton of South Lane","ltr","Near Mint","English","","","2024-01-11 08:51:01.877000","27","False","False",""
"1","1","Rot-Tide Gargantua","vow","Near Mint","English","","","2023-12-28 00:54:54.423000","129","False","False",""
"1","1","Ruby, Daring Tracker","woe","Near Mint","English","","","2023-12-28 01:09:25.890000","212","False","False",""
"1","1","Ruin Processor","bfz","Near Mint","English","","","2024-01-14 06:11:35.963000","12","False","False",""
"1","1","Ruins of Oran-Rief","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1023","False","False",""
"1","1","Rummaging Goblin","cmr","Near Mint","English","","","2024-01-11 07:03:46.777000","198","False","False",""
"1","1","Run Away Together","cmr","Near Mint","English","","","2024-01-11 08:25:42.160000","87","False","False",""
"1","1","Rust Goliath","bro","Near Mint","English","","","2024-01-11 07:19:16.833000","204","False","False",""
"3","3","Rustvine Cultivator","one","Near Mint","English","","","2024-01-11 07:18:10.250000","181","False","False",""
"7","7","Rustvine Cultivator","one","Near Mint","English","","","2024-01-11 07:18:56.127000","295","False","False",""
"2","2","Ruthless Predation","one","Near Mint","English","","","2024-01-11 09:15:05.753000","182","False","False",""
"1","1","Ruthless Predation","one","Near Mint","English","foil","","2024-01-11 09:15:02.610000","182","False","False",""
"1","1","Salvage Drone","bfz","Near Mint","English","","","2024-01-14 06:11:29.943000","65","False","False",""
"1","1","Samwise the Stouthearted","ltr","Near Mint","English","","","2023-12-28 00:56:43.590000","28","False","False",""
"1","1","Sandstorm","dmr","Near Mint","English","","","2024-01-11 09:14:28.877000","174","False","False",""
"1","1","Sangromancer","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","103","False","False",""
"1","1","Savannah Lions","dmr","Near Mint","English","foil","","2024-01-11 08:54:51.947000","24","False","False",""
"2","2","Sawblade Scamp","one","Near Mint","English","","","2024-01-11 07:07:36.627000","147","False","False",""
"1","1","Sawblade Scamp","one","Near Mint","English","foil","","2024-01-11 07:06:37.833000","147","False","False",""
"6","6","Sawblade Scamp","one","Near Mint","English","","","2024-01-11 07:07:10.117000","292","False","False",""
"1","1","Scaretiller","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","971","False","False",""
"1","1","Scavenger Grounds","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1027","False","False",""
"1","1","Scheming Aspirant","one","Near Mint","English","","","2023-12-27 05:23:18.820000","107","False","False",""
"1","1","Scholar of Stars","cmr","Near Mint","English","","","2024-01-11 08:19:40.583000","92","False","False",""
"1","1","Scion Summoner","ogw","Near Mint","English","","","2024-01-14 06:10:45.587000","123","False","False",""
"1","1","Scrapwork Cohort","bro","Near Mint","English","","","2024-01-11 08:53:52.840000","37","False","False",""
"1","1","Scrapwork Cohort","bro","Near Mint","English","foil","","2024-01-11 07:41:36.163000","37","False","False",""
"1","1","Scrapwork Mutt","bro","Near Mint","English","","","2024-01-11 07:08:20.527000","164","False","False",""
"1","1","Scrapwork Rager","bro","Near Mint","English","","","2024-01-11 08:13:23.090000","123","False","False",""
"2","2","Scrounging Bandar","cmr","Near Mint","English","","","2024-01-11 09:11:37.487000","252","False","False",""
"1","1","Scythe Specter","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","105","False","False",""
"1","1","Sea Gate","clb","Near Mint","English","foil","","2024-01-11 08:31:45.287000","359","False","False",""
"1","1","Sea Gate Wreckage","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1028","False","False",""
"1","1","Seeker of the Way","2x2","Near Mint","English","","","2024-01-11 08:48:42.300000","28","False","False",""
"2","2","Seer's Lantern","cmr","Near Mint","English","","","2024-01-11 09:05:12.470000","338","False","False",""
"1","1","Self-Assembler","brr","Near Mint","English","","","2024-01-11 08:59:09.820000","51","False","False",""
"1","1","Sensor Splicer","2x2","Near Mint","English","","","2024-01-11 08:48:06.660000","29","False","False",""
"1","1","Sepulchral Primordial","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","106","False","False",""
"2","2","Seraph of Dawn","cmr","Near Mint","English","","","2024-01-11 08:55:15.233000","44","False","False",""
"1","1","Seraph of Dawn","cmr","Near Mint","English","foil","","2024-01-11 07:31:11.253000","44","False","False",""
"1","1","Serum Snare","one","Near Mint","English","","","2023-12-27 06:38:51.720000","68","False","False",""
"1","1","Serum Snare","one","Near Mint","English","foil","","2023-12-27 05:31:18.970000","68","False","False",""
"1","1","Serum-Core Chimera","one","Near Mint","English","","","2023-12-27 05:35:06.547000","215","False","False",""
"1","1","Seton's Desire","dmr","Near Mint","English","","","2024-01-11 08:39:31.250000","176","False","False",""
"1","1","Shadow Summoning","ltr","Near Mint","English","","","2023-12-28 00:56:13.927000","226","False","False",""
"2","2","Sheoldred's Edict","one","Near Mint","English","","","2024-01-11 08:41:44.120000","108","False","False",""
"2","2","Sheoldred's Headcleaver","one","Near Mint","English","","","2023-12-27 06:29:29.960000","109","False","False",""
"1","1","Sheoldred's Headcleaver","one","Near Mint","English","foil","","2024-01-11 08:13:12.110000","109","False","False",""
"1","1","Shiny Impetus","ltc","Near Mint","English","","","2024-01-07 10:39:44.727000","227","False","False",""
"2","2","Shire Shirriff","ltr","Near Mint","English","","","2024-01-11 08:49:12.097000","30","False","False",""
"2","2","Shrapnel Slinger","one","Near Mint","English","","","2023-12-27 06:25:34.197000","148","False","False",""
"1","1","Shrine of the Forsaken Gods","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1034","False","False",""
"1","1","Sign in Blood","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","107","False","False",""
"3","3","Sinew Dancer","one","Near Mint","English","","","2024-01-11 07:40:06.710000","32","False","False",""
"6","6","Sinew Dancer","one","Near Mint","English","","","2024-01-11 07:39:55.170000","286","False","False",""
"2","2","Sinew Dancer","one","Near Mint","English","foil","","2024-01-11 07:39:41.177000","286","False","False",""
"3","3","Sisay's Ring","cmr","Near Mint","English","","","2024-01-11 09:06:09.727000","340","False","False",""
"1","1","Skaab Goliath","cmr","Near Mint","English","","","2024-01-11 08:18:58.763000","97","False","False",""
"1","1","Skittering Cicada","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","717","False","False",""
"1","1","Skophos Reaver","mh2","Near Mint","English","","","2024-01-11 09:06:40.023000","140","False","False",""
"1","1","Skrelv's Hive","one","Near Mint","English","","","2023-12-27 06:02:35.570000","34","False","False",""
"1","1","Sky Diamond","mic","Near Mint","English","","","2024-01-11 08:56:17.947000","161","False","False",""
"1","1","Sky-Blessed Samurai","neo","Near Mint","English","","","2024-01-11 08:54:00.877000","37","False","False",""
"1","1","Skyscythe Engulfer","one","Near Mint","English","","","2023-12-27 07:02:38.300000","183","False","False",""
"1","1","Skywhaler's Shot","cmr","Near Mint","English","","","2024-01-11 07:41:55.367000","46","False","False",""
"2","2","Slaughter Singer","one","Near Mint","English","","","2023-12-27 06:29:59.413000","216","False","False",""
"1","1","Slayer's Cleaver","emn","Near Mint","English","","","2024-01-11 09:03:44.487000","198","False","False",""
"1","1","Slimefoot's Survey","dmu","Near Mint","English","","","2023-12-28 01:07:17.337000","178","False","False",""
"1","1","Slobad, Iron Goblin","one","Near Mint","English","","","2023-12-27 06:34:09.587000","149","False","False",""
"1","1","Sludge Crawler","bfz","Near Mint","English","","","2024-01-14 06:11:06.163000","98","False","False",""
"1","1","Smoldering Marsh","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","319","False","False",""
"1","1","Social Climber","snc","Near Mint","English","","","2023-12-28 00:57:52.520000","157","False","False",""
"1","1","Sol Ring","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","276","False","False",""
"1","1","Sol Ring","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","410","False","False",""
"1","1","Solemn Simulacrum","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","277","False","False",""
"1","1","Solemn Simulacrum","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","973","False","False",""
"1","1","Solphim, Mayhem Dominus","one","Near Mint","English","","","2023-12-27 06:12:12.193000","150","False","False",""
"1","1","Song of Totentanz","woe","Near Mint","English","","","2023-12-28 01:10:30.673000","150","False","False",""
"1","1","Soul of Migration","mh2","Near Mint","English","","","2024-01-11 08:48:51.377000","33","False","False",""
"1","1","Soul of Migration","mh2","Near Mint","English","foil","","2024-01-11 08:48:30.573000","33","False","False",""
"1","1","Soul of New Phyrexia","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","974","False","False",""
"1","1","Soul Partition","bro","Near Mint","English","","","2024-01-11 07:33:37.963000","26","False","False",""
"1","1","Soul Shatter","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","108","False","False",""
"1","1","Soul Snare","mh2","Near Mint","English","","","2024-01-11 07:46:03.607000","266","False","False",""
"2","2","Soul's Fire","cmr","Near Mint","English","","","2024-01-11 07:28:00.427000","200","False","False",""
"1","1","Soul's Might","cmr","Near Mint","English","","","2024-01-11 09:14:37.403000","257","False","False",""
"1","1","Spare Dagger","afr","Near Mint","English","","","2024-01-11 09:02:35.277000","250","False","False",""
"1","1","Spark Harvest","cmr","Near Mint","English","","","2024-01-11 08:45:01.173000","150","False","False",""
"1","1","Sparktongue Dragon","cmr","Near Mint","English","","","2024-01-11 07:02:37.627000","202","False","False",""
"1","1","Spatial Contortion","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","809","False","False",""
"1","1","Spinning Wheel Kick","neo","Near Mint","English","foil","","2024-01-11 09:15:53.093000","207","False","False",""
"1","1","Spirit Link","dmr","Near Mint","English","","","2024-01-11 07:46:35.010000","29","False","False",""
"1","1","Spiteful Visions","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","245","False","False",""
"1","1","Spontaneous Mutation","cmr","Near Mint","English","","","2024-01-11 08:30:00.663000","100","False","False",""
"1","1","Squirrel Sovereign","mh2","Near Mint","English","","","2024-01-11 09:08:47.497000","175","False","False",""
"1","1","Stalking Drone","ogw","Near Mint","English","","","2024-01-14 06:11:20.403000","124","False","False",""
"1","1","Staunch Throneguard","cmr","Near Mint","English","","","2024-01-11 08:57:57.673000","344","False","False",""
"1","1","Staunch Throneguard","cmr","Near Mint","English","foil","","2024-01-11 09:00:48.460000","344","False","False",""
"1","1","Steadfast Cathar","emn","Near Mint","English","","","2024-01-11 08:54:30.263000","44","False","False",""
"1","1","Steadfast Paladin","afr","Near Mint","English","","","2024-01-11 08:54:41.987000","38","False","False",""
"1","1","Steel Hellkite","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","975","False","False",""
"1","1","Steel Overseer","c21","Near Mint","English","","","2024-01-11 08:57:30.200000","267","False","False",""
"1","1","Stenn, Paranoid Partisan","dmu","Near Mint","English","","","2023-12-28 01:06:47.030000","221","False","False",""
"1","1","Stensia Bloodhall","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","320","False","False",""
"1","1","Stern Scolding","ltr","Near Mint","English","","","2023-12-28 00:55:17.997000","71","False","False",""
"2","2","Stinging Hivemaster","one","Near Mint","English","","","2023-12-27 06:29:08.680000","110","False","False",""
"1","1","Stinging Hivemaster","one","Near Mint","English","foil","","2024-01-11 07:49:44.057000","110","False","False",""
"1","1","Stonecoil Serpent","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","976","False","False",""
"2","2","Stonefury","cmr","Near Mint","English","","","2024-01-11 07:28:57.627000","203","False","False",""
"1","1","Stonefury","cmr","Near Mint","English","foil","","2024-01-11 07:29:03.533000","203","False","False",""
"1","1","Stormfist Crusader","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","247","False","False",""
"1","1","Strategic Planning","cmr","Near Mint","English","","","2024-01-11 08:29:18.207000","101","False","False",""
"1","1","Strength of Arms","soi","Near Mint","English","","","2024-01-11 07:42:15.290000","40","False","False",""
"2","2","Subjugator Angel","emn","Near Mint","English","","","2024-01-11 08:54:22.717000","45","False","False",""
"1","1","Subterranean Scout","dmr","Near Mint","English","","","2024-01-11 07:09:59.563000","143","False","False",""
"1","1","Sunbird's Invocation","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","159","False","False",""
"1","1","Sunset Pyramid","cmr","Near Mint","English","","","2024-01-11 09:04:33.787000","345","False","False",""
"1","1","Supernatural Stamina","cmr","Near Mint","English","","","2024-01-11 08:42:14.807000","151","False","False",""
"1","1","Supply Drop","bro","Near Mint","English","foil","","2024-01-11 09:02:24.670000","250","False","False",""
"1","1","Supreme Will","cmr","Near Mint","English","","","2024-01-11 08:25:21.917000","102","False","False",""
"4","4","Surgical Skullbomb","one","Near Mint","English","","","2024-01-11 08:29:37.963000","243","False","False",""
"1","1","Surgical Skullbomb","one","Near Mint","English","foil","","2023-12-27 05:36:23.177000","243","False","False",""
"1","1","Suspicious Bookcase","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","977","False","False",""
"7","7","Swamp","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","344","False","False",""
"8","8","Swamp","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","342","False","False",""
"2","2","Swooping Lookout","one","Near Mint","English","","","2024-01-11 07:40:20.823000","35","False","False",""
"1","1","Sword of War and Peace","2xm","Near Mint","English","","","2023-12-27 05:39:07.557000","300","False","False",""
"1","1","Sylvok Battle-Chair","one","Near Mint","English","","","2024-01-11 09:17:21.430000","184","False","False",""
"2","2","Sylvok Battle-Chair","one","Near Mint","English","foil","","2024-01-11 09:17:00.537000","184","False","False",""
"1","1","Synthesis Pod","onc","Near Mint","English","","","2023-12-27 06:19:21.230000","23","False","False",""
"1","1","Syphon Mind","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","111","False","False",""
"1","1","Tainted Observer","one","Near Mint","English","","","2023-12-27 06:52:52.813000","217","False","False",""
"1","1","Talisman of Indulgence","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","282","False","False",""
"1","1","Tamiyo's Immobilizer","one","Near Mint","English","","","2023-12-27 06:42:19.640000","69","False","False",""
"1","1","Tamiyo's Logbook","one","Near Mint","English","","","2023-12-27 06:42:09.807000","70","False","False",""
"1","1","Tatyova, Steward of Tides","dmu","Near Mint","English","","","2023-12-28 01:06:59.470000","321","False","False",""
"1","1","Tectonic Giant","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","161","False","False",""
"1","1","Temple of Malice","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","326","False","False",""
"1","1","Temple of the False God","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1046","False","False",""
"1","1","Terminate","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","249","False","False",""
"1","1","Terramorphic Expanse","one","Near Mint","English","","","2023-12-28 01:06:03.393000","261","False","False",""
"2","2","Testament Bearer","one","Near Mint","English","","","2023-12-27 06:21:03.337000","111","False","False",""
"1","1","Testament Bearer","one","Near Mint","English","foil","","2023-12-27 06:43:32.507000","111","False","False",""
"1","1","The Antiquities War","dom","Near Mint","English","","","2023-12-27 05:31:44.483000","42","False","False",""
"3","3","The Autonomous Furnace","one","Near Mint","English","","","2024-01-11 09:08:26.267000","247","False","False",""
"2","2","The Dross Pits","one","Near Mint","English","","","2023-12-27 06:57:14.883000","251","False","False",""
"1","1","The Eternal Wanderer","one","Near Mint","English","","","2023-12-27 06:27:01.707000","11","False","False",""
"1","1","The Eternal Wanderer","one","Near Mint","English","","","2023-12-27 05:36:44.800000","335","False","False",""
"2","2","The Fair Basilica","one","Near Mint","English","","","2024-01-11 07:46:52.463000","252","False","False",""
"1","1","The Filigree Sylex","one","Near Mint","English","","","2023-12-27 05:49:29.570000","227","False","False",""
"1","1","The Howling Abomination","slx","Near Mint","English","","","2023-12-27 05:52:31.840000","13","False","False",""
"2","2","The Hunter Maze","one","Near Mint","English","","","2024-01-11 08:39:42.173000","253","False","False",""
"1","1","The Modern Age // Vector Glider","neo","Near Mint","English","","","2024-01-11 08:31:06.947000","66","False","False",""
"1","1","The Modern Age // Vector Glider","neo","Near Mint","English","foil","","2024-01-11 08:30:57.493000","66","False","False",""
"1","1","The Monumental Facade","one","Near Mint","English","","","2023-12-27 07:04:07.993000","255","False","False",""
"2","2","The Prismatic Piper","cmm","Near Mint","English","","","2024-01-11 08:59:29.007000","1","False","False",""
"1","1","The Restoration of Eiganjo // Architect of Restoration","neo","Near Mint","English","","","2024-01-11 08:52:14.580000","34","False","False",""
"1","1","The Shattered States Era // Nameless Conqueror","neo","Near Mint","English","foil","","2024-01-11 09:08:03.813000","162","False","False",""
"3","3","The Surgical Bay","one","Near Mint","English","","","2024-01-11 08:31:36.873000","260","False","False",""
"1","1","The Surgical Bay","one","Near Mint","English","foil","","2024-01-11 08:31:27.970000","260","False","False",""
"1","1","Theater of Horrors","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","250","False","False",""
"1","1","Thermo-Alchemist","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","162","False","False",""
"1","1","Thirst for Knowledge","cmr","Near Mint","English","","","2024-01-11 08:25:56.927000","103","False","False",""
"2","2","Thirsting Roots","one","Near Mint","English","","","2024-01-11 09:15:41.477000","185","False","False",""
"1","1","Thirsting Roots","one","Near Mint","English","foil","","2023-12-27 06:40:21.207000","185","False","False",""
"1","1","Thopter Architect","bro","Near Mint","English","","","2024-01-11 08:47:48.900000","29","False","False",""
"1","1","Thought Harvester","ogw","Near Mint","English","","","2024-01-14 06:10:54.940000","48","False","False",""
"1","1","Thought Vessel","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","414","False","False",""
"1","1","Thraben Standard Bearer","emn","Near Mint","English","","","2024-01-11 07:31:23.043000","48","False","False",""
"1","1","Thran Dynamo","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","415","False","False",""
"1","1","Thrill of Possibility","dmu","Near Mint","English","","","2023-12-28 01:07:48.090000","148","False","False",""
"3","3","Thrill of Possibility","one","Near Mint","English","","","2024-01-11 07:25:48.080000","151","False","False",""
"1","1","Thriving Bluff","ncc","Near Mint","English","","","2024-01-11 08:47:28.713000","438","False","False",""
"3","3","Thriving Moor","j22","Near Mint","English","","","2024-01-11 08:47:05.067000","826","False","False",""
"3","3","Thrummingbird","one","Near Mint","English","","","2024-01-11 08:20:39.243000","72","False","False",""
"3","3","Thrummingbird","one","Near Mint","English","","","2024-01-11 08:22:45.240000","288","False","False",""
"1","1","Thrummingbird","one","Near Mint","English","foil","","2023-12-27 05:24:49.407000","288","False","False",""
"1","1","Titan Hunter","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","112","False","False",""
"2","2","Titanic Growth","one","Near Mint","English","","","2024-01-11 09:13:33.037000","187","False","False",""
"1","1","Titan's Presence","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","810","False","False",""
"1","1","Tomakul Scrapsmith","bro","Near Mint","English","foil","","2024-01-11 08:52:03.383000","153","False","False",""
"1","1","Tomb of the Spirit Dragon","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1048","False","False",""
"1","1","Torch the Tower","woe","Near Mint","English","","","2023-12-28 01:11:12.727000","153","False","False",""
"1","1","Tough Cookie","woe","Near Mint","English","foil","","2023-12-28 01:08:38.130000","193","False","False",""
"1","1","Tourach's Canticle","mh2","Near Mint","English","","","2024-01-11 08:45:10.457000","103","False","False",""
"1","1","Transmogrifying Wand","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","981","False","False",""
"1","1","Transplant Theorist","one","Near Mint","English","","","2023-12-27 06:45:50.733000","73","False","False",""
"2","2","Trawler Drake","one","Near Mint","English","","","2024-01-11 08:19:06.097000","74","False","False",""
"2","2","Trove Tracker","cmr","Near Mint","English","","","2024-01-11 08:25:14.577000","104","False","False",""
"1","1","Trusty Packbeast","cmr","Near Mint","English","","","2024-01-11 08:47:36.180000","53","False","False",""
"1","1","Twinshot Sniper","neo","Near Mint","English","","","2024-01-11 07:09:10.817000","168","False","False",""
"1","1","Tyrite Sanctum","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1049","False","False",""
"3","3","Tyrranax Atrocity","one","Near Mint","English","","","2024-01-11 07:19:05.730000","188","False","False",""
"1","1","Tyvar's Stand","one","Near Mint","English","","","2023-12-27 05:29:10.593000","190","False","False",""
"1","1","Ugin, the Ineffable","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","811","False","False",""
"1","1","Ugin's Mastery","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","718","False","False",""
"1","1","Ulamog's Despoiler","bfz","Near Mint","English","","","2024-01-14 06:10:35.410000","16","False","False",""
"3","3","Unctus's Retrofitter","one","Near Mint","English","","","2024-01-11 08:18:29.873000","76","False","False",""
"1","1","Undying Malice","vow","Near Mint","English","","","2023-12-28 00:54:45.010000","134","False","False",""
"1","1","Undying Rage","cmr","Near Mint","English","","","2024-01-11 09:07:36.847000","205","False","False",""
"1","1","Universal Solvent","cmr","Near Mint","English","","","2024-01-11 09:01:36.320000","347","False","False",""
"1","1","Unlicensed Disintegration","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","255","False","False",""
"1","1","Unnatural Restoration","one","Near Mint","English","","","2023-12-27 05:23:08.797000","191","False","False",""
"1","1","Unnatural Restoration","one","Near Mint","English","foil","","2024-01-11 09:14:50.597000","191","False","False",""
"1","1","Unstable Obelisk","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","416","False","False",""
"2","2","Urabrask's Anointer","one","Near Mint","English","","","2024-01-11 07:07:00.880000","152","False","False",""
"4","4","Urabrask's Anointer","one","Near Mint","English","","","2024-01-11 07:06:50.393000","293","False","False",""
"1","1","Urabrask's Forge","one","Near Mint","English","","","2023-12-27 06:54:27.313000","153","False","False",""
"1","1","Urabrask's Forge","one","Near Mint","English","foil","","2023-12-27 05:15:41.087000","153","False","False",""
"1","1","Urborg Volcano","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","331","False","False",""
"1","1","Urza's Mine","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1051","False","False",""
"1","1","Urza's Power Plant","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1052","False","False",""
"1","1","Urza's Tower","cmm","Near Mint","English","","","2024-01-10 21:41:01.887000","1053","False","False",""
"1","1","Valakut Invoker","cmr","Near Mint","English","","","2024-01-11 07:02:53.493000","206","False","False",""
"1","1","Vampire Nighthawk","scd","Near Mint","English","","","2023-12-27 05:13:11.847000","115","False","False",""
"1","1","Vanish into Eternity","one","Near Mint","English","","","2023-12-27 07:05:06.407000","36","False","False",""
"3","3","Vat Emergence","one","Near Mint","English","","","2024-01-11 08:44:07.290000","112","False","False",""
"3","3","Vat of Rebirth","one","Near Mint","English","","","2024-01-11 08:45:25.557000","113","False","False",""
"1","1","Vat of Rebirth","one","Near Mint","English","foil","","2023-12-27 06:09:42.047000","113","False","False",""
"2","2","Veil of Assimilation","one","Near Mint","English","","","2024-01-11 07:44:31.073000","37","False","False",""
"2","2","Venerated Rotpriest","one","Near Mint","English","","","2023-12-28 01:04:18.600000","192","False","False",""
"3","3","Venomous Brutalizer","one","Near Mint","English","","","2024-01-11 07:18:45.177000","193","False","False",""
"1","1","Viashino Lashclaw","mh2","Near Mint","English","","","2024-01-11 08:51:54.200000","146","False","False",""
"1","1","Vindictive Flamestoker","one","Near Mint","English","foil","","2023-12-27 06:06:39.210000","154","False","False",""
"3","3","Viral Spawning","one","Near Mint","English","","","2024-01-11 09:15:26.817000","194","False","False",""
"2","2","Viscera Seer","cmr","Near Mint","English","","","2024-01-11 08:13:29.793000","158","False","False",""
"2","2","Vivisection Evangelist","one","Near Mint","English","","","2023-12-27 05:41:03.657000","220","False","False",""
"1","1","Vivisurgeon's Insight","one","Near Mint","English","","","2023-12-27 06:04:38.670000","77","False","False",""
"1","1","Void Attendant","bfz","Near Mint","English","","","2024-01-14 06:05:14.817000","169","False","False",""
